TSPAN6	7.54720322071478e-05
DPM1	7.78086227357856e-05
SCYL3	6.3174976109561e-05
C1orf112	6.2009917675801e-05
FUCA2	7.26667044812672e-05
GCLC	7.66157894678718e-05
NFYA	6.88313838947559e-05
LAS1L	8.04818670748994e-05
SEMA3F	5.79246915828899e-05
ANKIB1	6.48206213510394e-05
CYP51A1	8.35266885294781e-05
BAD	5.73821526690568e-05
LAP3	8.05871700883507e-05
CD99	6.46968659260806e-05
MAD1L1	7.6147131080883e-05
LASP1	8.53230265792937e-05
SNX11	5.81175508153172e-05
M6PR	8.03448745801206e-05
KLHL13	6.07526387482073e-05
ICA1	6.8344246760374e-05
DBNDD1	5.98986046211601e-05
ALS2	7.08464094475085e-05
NDUFAF7	7.62712528657613e-05
RBM5	7.66306981616102e-05
MTMR7	5.70132697046748e-05
SLC7A2	6.3269190530802e-05
ARF5	7.88039035815754e-05
SARM1	6.02559867702947e-05
POLDIP2	7.82861485941175e-05
PLXND1	6.07760947358392e-05
AK2	8.37612612434347e-05
FKBP4	9.02507935926282e-05
KDM1A	8.29512642277532e-05
RBM6	7.44108968648927e-05
RECQL	8.10316508924921e-05
VPS50	6.9560815220535e-05
NDUFAB1	7.91922716541609e-05
SLC25A13	8.36507429311828e-05
CDC27	7.6666059518556e-05
HCCS	7.767072591855e-05
DVL2	7.2769024343044e-05
UPF1	8.30393350051069e-05
SLC25A5	8.87384465881499e-05
MCUB	6.20879508569372e-05
DHX33	7.36787883708503e-05
LIG3	8.04324199073509e-05
RPAP3	7.79616906556207e-05
CIAPIN1	8.31303055593622e-05
SPPL2B	6.64138354005463e-05
PRKAR2B	7.65450011099477e-05
MSL3	5.94154318967762e-05
CREBBP	7.13738487588137e-05
GCFC2	6.93917764852387e-05
WDR54	6.83277261233111e-05
RHBDD2	6.25035996011904e-05
IBTK	6.78179175830141e-05
ZNF195	7.09367497260718e-05
MYCBP2	6.79999162746378e-05
PDK2	6.72941600576943e-05
ITGA3	6.93042587526331e-05
LAMP2	7.62349298472663e-05
GDE1	6.89514234214641e-05
YBX2	6.64111515248254e-05
AP2B1	8.3540004401924e-05
SPATA20	6.36585094338596e-05
TNFRSF12A	5.91784853950658e-05
RALA	8.27210419708341e-05
BAIAP2L1	7.48149003976864e-05
AGK	7.88944728300137e-05
FARP2	6.23951304167423e-05
GGCT	7.82654297502669e-05
IFRD1	5.94213843022722e-05
GTF2IRD1	6.18229812527702e-05
PAF1	7.78896723100428e-05
VPS41	7.07557291202239e-05
ARHGAP44	6.04272093359681e-05
ELAC2	8.06117250253533e-05
PNPLA4	6.94397129222646e-05
PROM1	7.44243295259504e-05
CCDC124	8.10203350541494e-05
PAFAH1B1	8.34810451953074e-05
KIAA0100	6.33446260915142e-05
TRAPPC6A	6.35235495654645e-05
RHBDF1	5.81830610792801e-05
LUC7L	8.26056759942976e-05
CACNA2D2	7.168077001908e-05
TSR3	6.72335741556639e-05
PIGQ	5.90066162516316e-05
TEAD3	6.56476223012517e-05
DNAJC11	7.90686766626e-05
PSMB1	8.85197127174735e-05
SYN1	6.81394020166469e-05
JARID2	7.64300968765764e-05
CDKL5	5.7843771873566e-05
CDK11A	6.22098034028405e-05
NADK	7.05073985587115e-05
SYPL1	7.45637571519107e-05
SPAG9	7.53267801429614e-05
AASS	8.96012279403527e-05
SS18L2	6.0145731034058e-05
MPND	6.52953918526396e-05
MGST1	8.48827706303642e-05
MMP25	6.26055590005369e-05
MED24	7.32621220664107e-05
HEATR5B	6.92078189545942e-05
SEC62	7.91646919735737e-05
RPS20	9.38874392200393e-05
CSDE1	8.73609795679941e-05
UBE3C	7.2349468723187e-05
FAM76A	6.81254929003773e-05
POMT2	5.45742956584898e-05
VTA1	7.99371988076472e-05
BAZ1B	7.99261170936852e-05
RANBP9	7.22985665425889e-05
EEF1AKNMT	7.83235715260826e-05
ZNF207	8.41526812230772e-05
UQCRC1	8.73804813743974e-05
STARD3NL	6.73186720117928e-05
CD9	8.03125974245783e-05
NCAPD2	8.16420831934622e-05
NISCH	7.25406660990121e-05
FYN	6.09183842848438e-05
ELOA	7.4032648487207e-05
LYPLA2	8.48303115225357e-05
CLCN6	6.77747148164591e-05
MRC2	7.23807329931378e-05
APBA3	6.29454788402253e-05
ABHD5	6.35855508642257e-05
ANOS1	6.90323710688486e-05
AKAP8L	7.7538405138879e-05
MBTD1	6.97894381038114e-05
UTP18	7.80117746802729e-05
RNF216	5.73381478401822e-05
TTC19	7.37890585389801e-05
PTBP1	8.97830163102095e-05
SYT7	5.83065523877333e-05
LARS2	7.80033233904753e-05
PIK3C2A	7.84430888124871e-05
PLAUR	6.05186308624078e-05
ANLN	7.95389075141583e-05
WIZ	7.69738312633527e-05
RABGAP1	7.35458503878433e-05
QPCTL	6.75456824208217e-05
PPP5C	8.28212929341146e-05
CEP68	5.70952435411051e-05
MAP4K3	7.34030884032358e-05
TMEM159	6.15449256397639e-05
BRCA1	6.84835346120569e-05
ERCC1	6.673823767158e-05
EXTL3	6.88590813829314e-05
ELOVL5	7.04920902133543e-05
CALCOCO1	6.48748870352376e-05
UBR7	7.68270614168037e-05
MAP4K5	7.00860838247123e-05
EHD3	6.80325695375169e-05
PSMC4	8.79488399519145e-05
NUB1	7.00998225348781e-05
PGM3	8.11774242480167e-05
POLR3B	7.46575796378878e-05
ANGEL1	6.09458499863081e-05
RNF14	6.17931658267265e-05
DDX11	6.64780288574235e-05
HEBP1	7.82063938622704e-05
TACC3	7.97537440600559e-05
UFL1	7.75467886508418e-05
POLA2	7.05130811851784e-05
ZC3H3	6.31835897848405e-05
CAPN1	8.36584786646309e-05
MDH1	9.16370010979943e-05
SLC30A9	7.08807181422577e-05
COX15	6.55021274200598e-05
CCDC88C	7.22125876680722e-05
ZMYND11	6.81975188640141e-05
XYLT2	6.05722068780877e-05
NUDCD3	7.55345511289556e-05
CHDH	6.97789942313249e-05
GLT8D1	6.5675643426306e-05
ATP2C1	7.4284542821653e-05
RALBP1	7.15302463621933e-05
RUFY3	7.2435596872127e-05
CNTN1	5.67732351651438e-05
AGPS	8.08620353938965e-05
CXorf56	7.24689807002997e-05
ATP1A2	7.43678926564218e-05
TTC27	7.58483419100489e-05
PHLDB1	7.24999458712384e-05
PRDM11	5.67044457502409e-05
CD74	7.31035565633166e-05
NCDN	7.55393332648764e-05
ZFP64	6.12457101914309e-05
MNAT1	7.25482394011177e-05
SAMD4A	5.80802933067208e-05
MRE11	8.02399833481324e-05
SERPINB1	7.37704028366322e-05
SPAST	7.26846015207867e-05
OSBPL5	6.29015881053604e-05
AQR	7.62693025188042e-05
CPS1	7.08739432704031e-05
FHL1	7.82711492143003e-05
RTF2	7.11918558951508e-05
NLRP2	7.96401913849432e-05
RNF10	6.66881862610435e-05
GRAMD1B	6.14371625503558e-05
RNH1	8.16677323210291e-05
NDUFS1	8.20399701388158e-05
RB1CC1	7.237468274699e-05
ERP44	8.21589536395749e-05
ALAS1	6.62671941453524e-05
AKAP11	6.0902340692525e-05
SNAPC1	5.83193224012353e-05
DERA	7.65577550552351e-05
STRAP	8.67518516073994e-05
DEF6	6.33705745208326e-05
PLEKHO1	6.24605094650779e-05
GCLM	7.58271771060223e-05
UBR2	7.24165262706835e-05
EHD2	6.96994248188143e-05
CCDC28A	6.91855657181237e-05
PHF20	6.75958059014075e-05
NCAPH2	6.98879784155377e-05
TOMM34	7.97533887167819e-05
SEC63	8.20828524648693e-05
KPNA6	8.04448127973886e-05
VIM	9.03054470758124e-05
RNASET2	7.2207150310906e-05
CD44	7.11132780277548e-05
AGPAT4	7.39247865066653e-05
MIPEP	7.63785310314442e-05
IFNGR1	6.13277992406384e-05
B4GALT7	6.21587840676862e-05
VRK2	7.15035327496972e-05
VEZT	6.79421528676892e-05
BRD9	7.19949993338145e-05
SNX1	8.14896823217574e-05
TBPL1	7.31896879866129e-05
BCLAF1	8.29007466550048e-05
ANK1	6.55550074781637e-05
TFB1M	7.79814062906774e-05
RABEP1	7.23160227576816e-05
HMGB3	9.04141028190961e-05
NUP160	8.00261620038012e-05
BAK1	7.00556714462247e-05
GRN	7.72894093577038e-05
CENPQ	6.67342985503224e-05
SARS1	8.53269185486251e-05
RANBP3	7.89302796494048e-05
ARID4A	6.79248239135514e-05
EIPR1	7.28322169780236e-05
PNPLA6	7.48707469282476e-05
IFT88	6.34082359109947e-05
ALG1	7.59198100337949e-05
ZCCHC8	7.48558497502382e-05
CHPF2	5.88948777621041e-05
FUT8	5.82980051155271e-05
UBA6	8.02455549364007e-05
ATP6V0A1	7.73354264960596e-05
PIAS1	7.12640557488876e-05
SLC4A7	7.54371556343244e-05
MAP2K3	7.02474015630391e-05
TMSB10	8.78379138009055e-05
ASTE1	6.11541724359982e-05
PEX3	7.24782989042751e-05
GABARAPL2	7.68609282700753e-05
FAM136A	8.01009914723174e-05
VCL	9.43881144410051e-05
NSMAF	6.84330153309476e-05
ADSS2	8.61282331641734e-05
RFC1	7.90028104813008e-05
TBC1D23	7.45179393118666e-05
CUL3	8.07438819207282e-05
AC118549.1	6.64670385569378e-05
NSUN2	8.29270956892904e-05
FBXO42	6.34511568727916e-05
MRI1	7.44781945860904e-05
METTL1	7.47721284922316e-05
PI4K2B	6.72571628140905e-05
BOD1L1	7.37262617045099e-05
MAT2B	8.27793321305236e-05
EDC4	8.06907710979851e-05
TRIO	7.23353266126048e-05
VCAN	7.49741306047289e-05
CLEC16A	7.11187931617399e-05
CDH1	7.79889306881386e-05
MTREX	8.49675137993156e-05
ZFYVE16	6.87556149097167e-05
RIPOR1	6.28693139339119e-05
RAI14	7.68536807877792e-05
PNKP	7.83398457182476e-05
SPDL1	7.07364408861851e-05
STAU2	7.67300780381784e-05
PHF23	7.36925014655385e-05
INPP4A	6.96261111335533e-05
PSMA4	8.95003174177793e-05
LSG1	7.75928476760995e-05
TDP1	7.43369894119364e-05
AIFM2	6.53513190676861e-05
RETSAT	6.74916558326859e-05
CAPG	8.07241442993175e-05
AP2S1	7.89954887297537e-05
DCUN1D1	7.57279795241616e-05
JADE2	6.45362779546668e-05
TRIT1	7.10048478357577e-05
CUL7	7.05599557903663e-05
CTNNA1	8.54653886601348e-05
PHKA2	7.1697642278531e-05
CNTLN	6.43050923862184e-05
HSPA5	9.50163606385777e-05
DSG2	8.08086467266155e-05
GEMIN8	7.26389834838196e-05
OFD1	6.8548178730508e-05
GPM6B	7.0512359282143e-05
PREX2	6.22480311964174e-05
WDR37	6.96077743439427e-05
YTHDC2	7.4529743388482e-05
CTPS2	8.05403080985985e-05
ATP6V1H	7.78920903015127e-05
POLR2B	8.11347311159859e-05
TPR	8.5312699215907e-05
DTNBP1	6.41580408193528e-05
C12orf4	5.990962442778e-05
WWC3	6.4822067501124e-05
MAP4	8.61534565928651e-05
GOPC	7.46378194813156e-05
USP28	7.59928596336702e-05
NOP16	7.87413762879563e-05
RRM2B	7.57495610435405e-05
SNX29	5.78328385710104e-05
MRPS10	7.78440387166447e-05
RSF1	7.84878970579741e-05
VPS13D	6.71705708884799e-05
CELF2	7.32979872704139e-05
FAM120A	7.48493731883107e-05
R3HDM1	6.81582654149747e-05
ERCC8	5.90650455677591e-05
H6PD	6.79285158997673e-05
VAMP3	7.28870363337525e-05
LTBP1	6.14627880886053e-05
RCN1	7.97818160448524e-05
RFC2	8.28990410303959e-05
ARID1B	7.44519424121117e-05
CLPTM1L	7.16000219723868e-05
NEDD4L	7.38552396638707e-05
HEXB	8.14233203664981e-05
PTCD2	6.88512070411748e-05
ARHGEF5	6.51014254829957e-05
MCUR1	6.74099556437218e-05
LIMA1	7.87934994508022e-05
LETMD1	5.88764028281468e-05
LAMC3	5.94444892308612e-05
MAPK9	6.97903336145729e-05
BCAR1	7.38665941748135e-05
FAM160A2	6.07320955618246e-05
HOMER3	6.93338367444387e-05
RAD51	7.30514452098896e-05
PIK3CB	6.59409292124555e-05
THOC3	7.97960066290296e-05
HEBP2	7.698571706389e-05
PLEKHA5	7.74070387205383e-05
PRSS8	7.24942458610564e-05
SIKE1	6.57256520238073e-05
RRP12	8.34627722685701e-05
MSMO1	7.79544926454415e-05
TTC17	6.62643684431893e-05
FOXN3	6.04958305526126e-05
AKR7A2	7.73303405389689e-05
MRTO4	8.31080023359892e-05
USE1	6.29777876567992e-05
AP5M1	6.38131446295591e-05
ANAPC4	7.15223497894018e-05
TRAPPC3	7.70428904020834e-05
THRAP3	8.45377870509235e-05
PHPT1	8.39462920256864e-05
ARID4B	7.07028905058746e-05
SDCCAG8	5.82613594594385e-05
KIF1B	7.12662715741358e-05
TBC1D22A	6.71619955266216e-05
SYNE2	7.70217991576075e-05
FAM168A	6.61781102299158e-05
GALC	6.97691434059669e-05
NOP58	8.66637969670492e-05
SZRD1	7.16471191901127e-05
CUL1	8.1704119460454e-05
FAM114A2	7.22699712316773e-05
CYFIP2	7.32901292631752e-05
TAB2	6.57906696274182e-05
EIF2AK2	7.99308941442625e-05
USP36	7.34090544082636e-05
KMT2C	6.1792571561566e-05
PUM2	7.34525891518368e-05
MRPL43	7.76963279404297e-05
HPF1	7.71844409001074e-05
ZFR	7.83419767250762e-05
ZNF280C	6.91356225925329e-05
RC3H2	6.19200392727688e-05
TRAF3IP2	6.05653416680507e-05
GYG2	7.12673061043284e-05
DCBLD2	6.74254159121495e-05
PKP2	7.45522511544537e-05
GDI2	9.14869643839531e-05
ATG5	7.24549994462267e-05
PITHD1	7.33447741159333e-05
MTA3	7.92961668170795e-05
USP13	7.2534460975731e-05
ATP11B	6.33010776859229e-05
CDK14	6.31347298090403e-05
SEC61A1	8.06875167755987e-05
PPP1R12A	8.31003997635024e-05
CROCC	7.50092744776979e-05
POLR3E	7.26932790993361e-05
ATP2B4	7.30340333572994e-05
RIOK2	7.12555321489655e-05
YIPF1	6.57032698392644e-05
NDC1	7.76841105964958e-05
PARP12	6.43596881657501e-05
ALDH18A1	8.7354445812688e-05
TARBP1	6.60564550465234e-05
GATB	7.41658883922896e-05
CDK17	6.54716931492026e-05
DNAJC25	5.97682015616804e-05
SLC2A3	7.60492928184918e-05
CTDP1	7.58423610467924e-05
YBX3	8.01560971121948e-05
WNK1	7.51387524811752e-05
CCAR1	8.17229200979193e-05
OGFR	7.41633752358505e-05
SNRNP40	8.41791974979426e-05
QSER1	7.50901905953378e-05
ACAA1	7.6194000370441e-05
BCAT1	8.76443336237619e-05
HDAC7	7.21740408115244e-05
LZTS1	6.47803725387128e-05
NCKAP1	8.02905471456629e-05
MRPS35	7.95632013847721e-05
SFSWAP	7.50029381757119e-05
MON2	7.2893519438038e-05
CDH3	7.17994792209929e-05
GPBP1	6.88861734796008e-05
CS	8.83651908282524e-05
MRPS24	7.63234601102782e-05
ELMO2	7.23052294161647e-05
WAPL	7.74587114821173e-05
VMP1	6.98541437616169e-05
POLD1	7.95651537605035e-05
EIF4B	8.79212575242857e-05
BICRA	6.91405965819212e-05
SPHK2	5.57538426674245e-05
RPL18	9.27132127481878e-05
ISOC2	7.54236657302434e-05
U2AF2	8.72634854167129e-05
EPN1	7.84107576327043e-05
MED29	7.20877444308333e-05
MTMR1	7.08671398549973e-05
GPC1	6.54070925811933e-05
HAGH	7.2414322055724e-05
RNF4	5.91756183651658e-05
CASP8	6.46086630834218e-05
LIMCH1	6.62368639493675e-05
INTS13	7.51266217781751e-05
TM7SF3	6.28179174397336e-05
SPA17	5.68553144059606e-05
NGFR	6.86485419659323e-05
TAF2	7.01176135092557e-05
TNPO3	8.15498230912236e-05
RFXANK	6.12425113547932e-05
TMEM161A	5.86208949120334e-05
CTSA	7.56091668105631e-05
SUGP2	7.84633863407114e-05
SLC12A2	7.1739349993559e-05
SNX24	6.60222128978453e-05
CNN2	8.90574537176794e-05
DDX20	7.77578009533056e-05
BTBD1	5.93181556264896e-05
FAR2	6.39811824815976e-05
PMS1	7.59118244787021e-05
HMG20B	6.95159092603761e-05
ANKS1A	7.4694549818873e-05
AP3D1	7.95835547903772e-05
SLC9A3R2	6.95940884380577e-05
NTHL1	7.24324137755601e-05
UHRF1BP1	6.78377049489165e-05
GNAI3	7.94942265080724e-05
IPO5	8.87020155960222e-05
OAT	8.53782743225861e-05
WDR3	8.1752821261825e-05
PKN2	7.23884580896849e-05
WDR18	8.32420199274236e-05
MCM10	6.57545345290567e-05
DGKA	6.87306597801422e-05
ERBB3	6.58851356804408e-05
KARS1	8.52229904788373e-05
ADAT1	5.8971822594015e-05
PDIA5	7.70194026571495e-05
TBC1D22B	6.67009873862364e-05
NDUFB4	7.78006011635355e-05
SPEN	7.19382309815413e-05
MYLK	6.7821229958343e-05
ZC3H15	8.31896366260272e-05
MAP2K4	7.53040344918238e-05
PACC1	6.2560214490318e-05
SLK	7.55264957392423e-05
CYB5R4	6.59353362666733e-05
SEC61A2	6.95864573509091e-05
PRKCQ	6.85502295836275e-05
ASB1	6.05470694252301e-05
FAM107B	6.42164067162774e-05
ME1	7.32849986722208e-05
TBC1D1	6.87484465782378e-05
CDK13	7.11470598870431e-05
MTHFD2	8.23554841178102e-05
FOXJ2	6.18161733490328e-05
YBX1	8.74019342850104e-05
PPP2R5A	7.36875886612493e-05
CTNNA2	6.41358780253069e-05
ELAVL1	8.85689244680876e-05
DIP2B	7.29549489592981e-05
SMARCD1	8.10014589033248e-05
KDM4A	6.98665987953713e-05
NFYC	7.47354929434654e-05
ASPM	7.04657525398631e-05
ZNRD1	6.50714451283146e-05
ZBTB11	6.48558826303008e-05
ATXN3	7.19633167137261e-05
GOLGA5	7.4600322386879e-05
FGFR2	6.43894233542728e-05
LRRC40	8.09719037305817e-05
ISOC1	7.8284378973316e-05
EML1	7.15736060260682e-05
TRMT11	7.09625531324693e-05
THUMPD1	8.13350649892028e-05
ATG2B	6.61715342557071e-05
ARFGEF1	7.97672829925342e-05
MTFR1	6.70704747407611e-05
FECH	7.32451867067951e-05
MYO9A	5.99163399208551e-05
DDX3Y	6.98908059477654e-05
PFKP	8.44274514940452e-05
IDI1	7.90219926328561e-05
PLPP1	6.86674440987436e-05
NEO1	7.23977626503709e-05
TRAM1	6.49918094451201e-05
PHKA1	6.16928684863418e-05
PKM	9.59079326726628e-05
DHX29	7.84421496486441e-05
DNTTIP2	8.03595751365071e-05
TP53BP1	7.8420872333307e-05
RRP15	7.71250092963486e-05
RHOA	8.01627220999798e-05
DHX8	7.50798306446532e-05
PRKCZ	6.58859783417159e-05
IARS2	7.94397873111176e-05
SYT1	7.26978135752281e-05
IDH3G	7.3769930942794e-05
ROGDI	6.25391151295538e-05
PDZD4	6.54436111605946e-05
ROCK1	7.5708518837233e-05
CBFB	7.33295770519473e-05
PDK3	7.55079399324792e-05
HDAC4	6.59540410716382e-05
HEATR6	6.96712519801671e-05
COASY	7.22026069264205e-05
TFE3	6.42542510351086e-05
ACSL4	8.03861131412987e-05
INPP5A	6.21948257181781e-05
GPKOW	7.56492830358765e-05
GRIPAP1	7.54426031169682e-05
FTSJ1	7.22253055511639e-05
ATP11A	6.72395603967938e-05
POLR1A	7.75348005176012e-05
LAPTM4A	6.16208605501099e-05
TTC7A	6.14816053440007e-05
SRBD1	7.39423408367358e-05
KIF2A	7.89250046975816e-05
RASGRP2	6.3663172663925e-05
PSME4	7.51892381574698e-05
ERLEC1	7.04659919623751e-05
PYGM	7.1272843678965e-05
SDK2	5.58393044016066e-05
NUP133	8.1766222081244e-05
NUCKS1	8.3030023135098e-05
VPS35	8.29994517760047e-05
DNAJA2	8.42703314830995e-05
GAL	6.17314554567586e-05
FUNDC1	6.38866765275419e-05
MAOB	6.02054128594626e-05
ATP1B3	8.22582993616373e-05
NEDD4	6.54536250278181e-05
GNB5	6.16648188801101e-05
RAB27A	6.3975353503665e-05
HDHD5	8.0204699551287e-05
UFD1	7.95052376024953e-05
LRP6	6.27341562221284e-05
PHRF1	7.06854638421181e-05
ELP1	7.7148542601156e-05
NUCB2	7.40578390121422e-05
PFN2	8.23318568950111e-05
SLC44A1	7.21868153323068e-05
SMG6	7.23741375022979e-05
EXOC5	7.7351812928812e-05
CLTCL1	6.26492299840133e-05
DGCR2	5.84214579296842e-05
RNF126	7.12564518334383e-05
ZXDC	6.11264084812385e-05
JMJD6	7.16349830160551e-05
POLB	7.65037090291706e-05
WIPI1	6.38814577292637e-05
GBA2	6.5412422877705e-05
ASNS	8.76863279370674e-05
AP3M2	6.52166787213555e-05
PABPC1	8.55782731026634e-05
CFAP20	7.27735141411512e-05
CSNK2A2	7.96098198416345e-05
EIF2B3	7.77854427819705e-05
TCOF1	8.45410211392748e-05
CDC42	8.10065548035062e-05
OSBPL3	6.61874605769728e-05
RAD18	7.01615252546312e-05
ATP2B1	7.45820930178396e-05
NCK2	7.38448100768769e-05
MAP4K4	7.73832621980383e-05
RPL31	9.50946598148331e-05
WDR1	9.01825106804522e-05
SNX13	5.59622089331057e-05
ARHGAP10	6.1380656777021e-05
ING3	6.68849820030937e-05
LMCD1	7.4692333329262e-05
BUD23	7.16808497000933e-05
SEL1L	7.24625128346573e-05
TRIP13	7.84001129656388e-05
ATP6AP1	7.45690393069739e-05
TCF3	7.23660799213161e-05
DAZAP1	8.47691148122007e-05
